,Geographic area,City_x,share_white,share_black,share_native_american,share_asian,share_hispanic,city,Geographic Area_x,City_y,Median Income,Geographic Area_y,City_x,poverty_rate,Geographic Area,City_y,percent_completed_hs
2869,CA,Mountain House CDP,35.8,9.3,0.5,39.6,16.9,CA-Mountain House CDP,CA,Mountain House CDP,106976,CA,Mountain House CDP,5.8,CA,Mountain House CDP,93.2
2870,CA,Mountain Mesa CDP,88.4,0.9,2.1,0.8,9.9,CA-Mountain Mesa CDP,CA,Mountain Mesa CDP,24028,CA,Mountain Mesa CDP,67.1,CA,Mountain Mesa CDP,83.6
2871,CA,Mountain Ranch CDP,90.4,0.9,2,1.1,7.6,CA-Mountain Ranch CDP,CA,Mountain Ranch CDP,36994,CA,Mountain Ranch CDP,18.9,CA,Mountain Ranch CDP,96.5
2872,CA,Mountain View Acres CDP,55.8,6.9,1.5,3.1,52.6,CA-Mountain View Acres CDP,CA,Mountain View Acres CDP,55620,CA,Mountain View Acres CDP,22.2,CA,Mountain View Acres CDP,73.5
2873,CA,Mountain View CDP,79.9,2.5,1.3,3,22.1,CA-Mountain View CDP,CA,Mountain View CDP,49867,CA,Mountain View CDP,21.9,CA,Mountain View CDP,84.6
2874,CA,Mountain View city,56,2.2,0.5,26,21.7,CA-Mountain View city,CA,Mountain View city,103488,CA,Mountain View city,7.8,CA,Mountain View city,93.1
2875,CA,Muir Beach CDP,91.3,1.6,0.3,3.9,2.3,CA-Muir Beach CDP,CA,Muir Beach CDP,135278,CA,Muir Beach CDP,0,CA,Muir Beach CDP,100
2876,CA,Murphys CDP,92.4,0.4,0.8,0.3,10.1,CA-Murphys CDP,CA,Murphys CDP,45330,CA,Murphys CDP,12.5,CA,Murphys CDP,96.5
2877,CA,Murrieta city,69.7,5.4,0.7,9.2,25.9,CA-Murrieta city,CA,Murrieta city,74610,CA,Murrieta city,8.4,CA,Murrieta city,92.2
2878,CA,Muscoy CDP,41.9,4.3,1.2,0.9,82.9,CA-Muscoy CDP,CA,Muscoy CDP,36108,CA,Muscoy CDP,33.5,CA,Muscoy CDP,44.9
2879,CA,Myers Flat CDP,85.6,0,4.1,0.7,7.5,CA-Myers Flat CDP,CA,Myers Flat CDP,-,CA,Myers Flat CDP,-,CA,Myers Flat CDP,-
2880,CA,Myrtletown CDP,84.9,1.1,3,3.3,8.3,CA-Myrtletown CDP,CA,Myrtletown CDP,62385,CA,Myrtletown CDP,9.8,CA,Myrtletown CDP,92.4
2881,CA,Napa city,75.1,0.6,0.8,2.3,37.6,CA-Napa city,CA,Napa city,68038,CA,Napa city,9.5,CA,Napa city,80.9
2882,CA,National City city,42.2,5.2,1.1,18.3,63,CA-National City city,CA,National City city,41437,CA,National City city,24.5,CA,National City city,72.3
2883,CA,Needles city,75.7,2,8.2,0.7,22.4,CA-Needles city,CA,Needles city,30443,CA,Needles city,27.7,CA,Needles city,82.1
2884,CA,Nevada City city,92.5,0.8,0.9,1.5,6.7,CA-Nevada City city,CA,Nevada City city,47981,CA,Nevada City city,13.7,CA,Nevada City city,96.6
2885,CA,New Cuyama CDP,80.9,0.6,2.7,0.6,45.3,CA-New Cuyama CDP,CA,New Cuyama CDP,40125,CA,New Cuyama CDP,31.9,CA,New Cuyama CDP,73.3
2886,CA,New Pine Creek CDP,90.8,0,0,0,4.1,CA-New Pine Creek CDP,CA,New Pine Creek CDP,25750,CA,New Pine Creek CDP,36.4,CA,New Pine Creek CDP,63.6
2887,CA,Newark city,41.3,4.7,0.7,27.2,35.2,CA-Newark city,CA,Newark city,86757,CA,Newark city,7.9,CA,Newark city,87.7
2888,CA,Newcastle CDP,90.9,0.6,1.6,1.4,8.5,CA-Newcastle CDP,CA,Newcastle CDP,48438,CA,Newcastle CDP,13.7,CA,Newcastle CDP,94.9
2889,CA,Newell CDP,44.3,0.4,5.1,0.2,60.4,CA-Newell CDP,CA,Newell CDP,(X),CA,Newell CDP,28.7,CA,Newell CDP,53.4
2890,CA,Newman city,66.6,2.3,1,1.9,61.6,CA-Newman city,CA,Newman city,50225,CA,Newman city,19.8,CA,Newman city,76
2891,CA,Newport Beach city,87.3,0.7,0.3,7,7.2,CA-Newport Beach city,CA,Newport Beach city,113071,CA,Newport Beach city,7.1,CA,Newport Beach city,97.7
2892,CA,Nicasio CDP,97.9,2.1,0,0,7.3,CA-Nicasio CDP,CA,Nicasio CDP,72083,CA,Nicasio CDP,0,CA,Nicasio CDP,85.7
2893,CA,Nice CDP,80.1,2.4,5.8,1.5,14.1,CA-Nice CDP,CA,Nice CDP,28813,CA,Nice CDP,27,CA,Nice CDP,81
2894,CA,Nicolaus CDP,88.2,0.5,0,2.4,6.2,CA-Nicolaus CDP,CA,Nicolaus CDP,71667,CA,Nicolaus CDP,5.7,CA,Nicolaus CDP,93.5
2895,CA,Niland CDP,53.6,3.6,2,3.6,61.4,CA-Niland CDP,CA,Niland CDP,19653,CA,Niland CDP,34.3,CA,Niland CDP,44.4
2896,CA,Nipinnawasee CDP,88.8,0.4,1.9,0,10.5,CA-Nipinnawasee CDP,CA,Nipinnawasee CDP,65389,CA,Nipinnawasee CDP,16.1,CA,Nipinnawasee CDP,94.9
2897,CA,Nipomo CDP,73.5,1.1,1.2,2.5,39.8,CA-Nipomo CDP,CA,Nipomo CDP,60348,CA,Nipomo CDP,12,CA,Nipomo CDP,84.7
2898,CA,Norco city,76.3,7,0.9,3.1,31.1,CA-Norco city,CA,Norco city,88051,CA,Norco city,7,CA,Norco city,82.5
2899,CA,Nord CDP,72.8,0.3,1.9,5,38.1,CA-Nord CDP,CA,Nord CDP,(X),CA,Nord CDP,35.9,CA,Nord CDP,92.8
2900,CA,Norris Canyon CDP,49.7,4.3,0.1,38.9,4.4,CA-Norris Canyon CDP,CA,Norris Canyon CDP,"250,000+",CA,Norris Canyon CDP,0,CA,Norris Canyon CDP,96.6
2901,CA,North Auburn CDP,85.1,0.9,1.3,2.3,16.2,CA-North Auburn CDP,CA,North Auburn CDP,52305,CA,North Auburn CDP,13.6,CA,North Auburn CDP,87.5
2902,CA,North Edwards CDP,80.1,4.1,2.5,1.9,16.9,CA-North Edwards CDP,CA,North Edwards CDP,44531,CA,North Edwards CDP,34,CA,North Edwards CDP,77.5
2903,CA,North El Monte CDP,47.5,0.9,0.3,38.6,26.9,CA-North El Monte CDP,CA,North El Monte CDP,67917,CA,North El Monte CDP,9.2,CA,North El Monte CDP,89
2904,CA,North Fair Oaks CDP,48.1,1.6,1,3.7,73.1,CA-North Fair Oaks CDP,CA,North Fair Oaks CDP,64851,CA,North Fair Oaks CDP,22.4,CA,North Fair Oaks CDP,65.7
2905,CA,North Gate CDP,83.4,0.1,0,9.6,8.2,CA-North Gate CDP,CA,North Gate CDP,96208,CA,North Gate CDP,8.4,CA,North Gate CDP,90.8
2906,CA,North Highlands CDP,63.2,11.4,1.4,4.8,23.6,CA-North Highlands CDP,CA,North Highlands CDP,39430,CA,North Highlands CDP,27.5,CA,North Highlands CDP,83.4
2907,CA,North Lakeport CDP,81,0.8,3.8,1.2,17.2,CA-North Lakeport CDP,CA,North Lakeport CDP,43056,CA,North Lakeport CDP,17.7,CA,North Lakeport CDP,86.4
2908,CA,North Richmond CDP,17.1,33.3,0.6,11.6,50.1,CA-North Richmond CDP,CA,North Richmond CDP,31490,CA,North Richmond CDP,32.3,CA,North Richmond CDP,69.4
2909,CA,North San Juan CDP,83.3,0.4,4.5,4.1,3.3,CA-North San Juan CDP,CA,North San Juan CDP,26696,CA,North San Juan CDP,41.4,CA,North San Juan CDP,96.6
2910,CA,North Shore CDP,40.1,0.9,0.7,0.5,95.3,CA-North Shore CDP,CA,North Shore CDP,26655,CA,North Shore CDP,37.7,CA,North Shore CDP,35.4
2911,CA,North Tustin CDP,83.6,0.6,0.4,8,13.1,CA-North Tustin CDP,CA,North Tustin CDP,124248,CA,North Tustin CDP,3.1,CA,North Tustin CDP,97.3
2912,CA,Norwalk city,49.4,4.4,1.1,12,70.1,CA-Norwalk city,CA,Norwalk city,59756,CA,Norwalk city,14.3,CA,Norwalk city,73.5
2913,CA,Novato city,76,2.7,0.6,6.6,21.3,CA-Novato city,CA,Novato city,78439,CA,Novato city,7.7,CA,Novato city,93.3
2914,CA,Nubieber CDP,52,0,26,0,20,CA-Nubieber CDP,CA,Nubieber CDP,(X),CA,Nubieber CDP,31.3,CA,Nubieber CDP,75
2915,CA,Nuevo CDP,62.2,1.8,1.4,1.3,54.5,CA-Nuevo CDP,CA,Nuevo CDP,57446,CA,Nuevo CDP,21.4,CA,Nuevo CDP,75.7
2916,CA,Oak Glen CDP,85.4,7.8,2,0.3,19.3,CA-Oak Glen CDP,CA,Oak Glen CDP,(X),CA,Oak Glen CDP,1.1,CA,Oak Glen CDP,92.6
2917,CA,Oak Hills CDP,76.5,3,1.1,2.5,30.6,CA-Oak Hills CDP,CA,Oak Hills CDP,69260,CA,Oak Hills CDP,9.3,CA,Oak Hills CDP,79.4
2918,CA,Oak Park CDP,83.1,1,0.2,11.3,6,CA-Oak Park CDP,CA,Oak Park CDP,120696,CA,Oak Park CDP,5.5,CA,Oak Park CDP,98.5
2919,CA,Oak Shores CDP,94.4,0.9,0.6,1.2,9.2,CA-Oak Shores CDP,CA,Oak Shores CDP,86000,CA,Oak Shores CDP,0,CA,Oak Shores CDP,100
2920,CA,Oak View CDP,79.4,0.3,1.5,0.8,29.9,CA-Oak View CDP,CA,Oak View CDP,71792,CA,Oak View CDP,8.5,CA,Oak View CDP,84.8
2921,CA,Oakdale city,80.1,0.8,1,2.2,26.1,CA-Oakdale city,CA,Oakdale city,51785,CA,Oakdale city,18.6,CA,Oakdale city,86.1
2922,CA,Oakhurst CDP,89.5,0.8,2.2,1.6,16.7,CA-Oakhurst CDP,CA,Oakhurst CDP,36923,CA,Oakhurst CDP,19.2,CA,Oakhurst CDP,91.7
2923,CA,Oakland city,34.5,28,0.8,16.8,25.4,CA-Oakland city,CA,Oakland city,54618,CA,Oakland city,20.4,CA,Oakland city,80.4
2924,CA,Oakley city,63.9,7.3,0.9,6.3,34.9,CA-Oakley city,CA,Oakley city,82885,CA,Oakley city,8.2,CA,Oakley city,85.3
2925,CA,Oakville CDP,36.6,0,1.4,1.4,63.4,CA-Oakville CDP,CA,Oakville CDP,-,CA,Oakville CDP,0,CA,Oakville CDP,0
2926,CA,Oasis CDP,24.6,0.3,1.4,0.6,97.7,CA-Oasis CDP,CA,Oasis CDP,24646,CA,Oasis CDP,47.1,CA,Oasis CDP,16.6
2927,CA,Occidental CDP,89,0.6,0.6,2.8,7.3,CA-Occidental CDP,CA,Occidental CDP,71295,CA,Occidental CDP,1.7,CA,Occidental CDP,98.3
2928,CA,Oceano CDP,70.1,0.9,1.6,2.3,47.8,CA-Oceano CDP,CA,Oceano CDP,49721,CA,Oceano CDP,20.2,CA,Oceano CDP,69
2929,CA,Oceanside city,65.2,4.7,0.8,6.6,35.9,CA-Oceanside city,CA,Oceanside city,57703,CA,Oceanside city,14.1,CA,Oceanside city,85.7
2930,CA,Ocotillo CDP,91,0.4,0.4,0.8,22.9,CA-Ocotillo CDP,CA,Ocotillo CDP,22321,CA,Ocotillo CDP,48,CA,Ocotillo CDP,86.1
2931,CA,Oildale CDP,84,0.8,1.8,1,19.3,CA-Oildale CDP,CA,Oildale CDP,35552,CA,Oildale CDP,29.3,CA,Oildale CDP,81.4
2932,CA,Ojai city,87.9,0.6,0.6,2.1,17.9,CA-Ojai city,CA,Ojai city,61192,CA,Ojai city,12.8,CA,Ojai city,90.9
2933,CA,Olancha CDP,69.3,0,2.1,4.2,24.5,CA-Olancha CDP,CA,Olancha CDP,(X),CA,Olancha CDP,0,CA,Olancha CDP,86.5
2934,CA,Old Fig Garden CDP,74.6,2,1,3.9,28.6,CA-Old Fig Garden CDP,CA,Old Fig Garden CDP,59844,CA,Old Fig Garden CDP,22.5,CA,Old Fig Garden CDP,89.2
2935,CA,Old Station CDP,96.1,0,2,0,3.9,CA-Old Station CDP,CA,Old Station CDP,36595,CA,Old Station CDP,0,CA,Old Station CDP,100
2936,CA,Olivehurst CDP,62.5,2.4,2.9,5.7,36.6,CA-Olivehurst CDP,CA,Olivehurst CDP,44065,CA,Olivehurst CDP,18.8,CA,Olivehurst CDP,69.6
2937,CA,Ontario city,51,6.4,1,5.2,69,CA-Ontario city,CA,Ontario city,54114,CA,Ontario city,18.1,CA,Ontario city,70.6
2938,CA,Onyx CDP,85.5,0.8,1.9,0,6.3,CA-Onyx CDP,CA,Onyx CDP,29537,CA,Onyx CDP,34.4,CA,Onyx CDP,91.1
2939,CA,Orange Cove city,43.4,0.8,1.4,1.1,92.7,CA-Orange Cove city,CA,Orange Cove city,26838,CA,Orange Cove city,53,CA,Orange Cove city,41.3
2940,CA,Orange city,67.1,1.6,0.7,11.3,38.1,CA-Orange city,CA,Orange city,78513,CA,Orange city,13.2,CA,Orange city,84.2
2941,CA,Orangevale CDP,87.4,1.4,0.9,3.1,10.2,CA-Orangevale CDP,CA,Orangevale CDP,71057,CA,Orangevale CDP,9.2,CA,Orangevale CDP,93.9
2942,CA,Orcutt CDP,81.9,1.4,1.2,3.9,23.8,CA-Orcutt CDP,CA,Orcutt CDP,72597,CA,Orcutt CDP,6.1,CA,Orcutt CDP,92
2943,CA,Orick CDP,80.7,0,10.9,0,5.6,CA-Orick CDP,CA,Orick CDP,34375,CA,Orick CDP,30.3,CA,Orick CDP,87.1
2944,CA,Orinda city,82.4,0.8,0.1,11.4,4.6,CA-Orinda city,CA,Orinda city,165103,CA,Orinda city,2.2,CA,Orinda city,98.8
2945,CA,Orland city,66.2,0.5,1.7,2.9,44.8,CA-Orland city,CA,Orland city,36267,CA,Orland city,27.9,CA,Orland city,76.3
2946,CA,Orosi CDP,44,0.7,0.6,9.2,86.7,CA-Orosi CDP,CA,Orosi CDP,34724,CA,Orosi CDP,26.6,CA,Orosi CDP,44.1
2947,CA,Oroville East CDP,82.5,1.5,5.8,3.6,8.5,CA-Oroville East CDP,CA,Oroville East CDP,47721,CA,Oroville East CDP,13,CA,Oroville East CDP,85.8
2948,CA,Oroville city,75.2,2.9,3.7,8,12.5,CA-Oroville city,CA,Oroville city,36462,CA,Oroville city,23.8,CA,Oroville city,83.6
2949,CA,Oxnard city,48.2,2.9,1.5,7.4,73.5,CA-Oxnard city,CA,Oxnard city,60621,CA,Oxnard city,16.6,CA,Oxnard city,65.6
2950,CA,Pacheco CDP,76.4,2.1,0.7,9.9,16.8,CA-Pacheco CDP,CA,Pacheco CDP,52988,CA,Pacheco CDP,12.8,CA,Pacheco CDP,87.3
2951,CA,Pacific Grove city,84.5,1.3,0.5,5.8,10.7,CA-Pacific Grove city,CA,Pacific Grove city,79740,CA,Pacific Grove city,7.6,CA,Pacific Grove city,95.5
2952,CA,Pacifica city,64.9,2.6,0.6,19.4,16.8,CA-Pacifica city,CA,Pacifica city,100193,CA,Pacifica city,6.1,CA,Pacifica city,94.2
2953,CA,Pajaro CDP,47.3,0.5,2.5,1.7,94.1,CA-Pajaro CDP,CA,Pajaro CDP,33194,CA,Pajaro CDP,31.9,CA,Pajaro CDP,25.5
2954,CA,Pajaro Dunes CDP,63.9,0,0,4.2,37.5,CA-Pajaro Dunes CDP,CA,Pajaro Dunes CDP,66705,CA,Pajaro Dunes CDP,21.6,CA,Pajaro Dunes CDP,91.5
2955,,,,,,,,CA-Pala CDP,CA,Pala CDP,62813,CA,Pala CDP,25.8,CA,Pala CDP,65.9
2956,CA,Palermo CDP,72.5,0.7,4.1,4.6,23.8,CA-Palermo CDP,CA,Palermo CDP,39366,CA,Palermo CDP,24.3,CA,Palermo CDP,71.6
2957,CA,Palm Desert city,82.5,1.8,0.5,3.4,22.8,CA-Palm Desert city,CA,Palm Desert city,52892,CA,Palm Desert city,10.8,CA,Palm Desert city,91.3
2958,CA,Palm Springs city,75.7,4.4,1,4.4,25.3,CA-Palm Springs city,CA,Palm Springs city,44075,CA,Palm Springs city,18.9,CA,Palm Springs city,87.5
2959,CA,Palmdale city,49,14.8,0.9,4.3,54.4,CA-Palmdale city,CA,Palmdale city,52392,CA,Palmdale city,21.3,CA,Palmdale city,74.2
2960,CA,Palo Alto city,64.2,1.9,0.2,27.1,6.2,CA-Palo Alto city,CA,Palo Alto city,136519,CA,Palo Alto city,5.4,CA,Palo Alto city,97.4
2961,CA,Palo Cedro CDP,91.7,0.6,1.9,0.5,5.8,CA-Palo Cedro CDP,CA,Palo Cedro CDP,80659,CA,Palo Cedro CDP,2.2,CA,Palo Cedro CDP,97.7
2962,CA,Palo Verde CDP,72.5,1.2,2.9,0.6,19.3,CA-Palo Verde CDP,CA,Palo Verde CDP,15329,CA,Palo Verde CDP,0,CA,Palo Verde CDP,66.1
2963,CA,Palos Verdes Estates city,77,1.2,0.2,17.3,4.7,CA-Palos Verdes Estates city,CA,Palos Verdes Estates city,174500,CA,Palos Verdes Estates city,3.6,CA,Palos Verdes Estates city,98.6
2964,CA,Panorama Heights CDP,85.4,2.4,2.4,0,9.8,CA-Panorama Heights CDP,CA,Panorama Heights CDP,32500,CA,Panorama Heights CDP,0,CA,Panorama Heights CDP,60.7
2965,CA,Paradise CDP,85,0,1.3,3.9,9.2,CA-Paradise CDP,CA,Paradise CDP,49861,CA,Paradise CDP,6.5,CA,Paradise CDP,99.3
2966,CA,Paradise Park CDP,95.4,0.5,0.8,0.8,3.9,CA-Paradise Park CDP,CA,Paradise Park CDP,64500,CA,Paradise Park CDP,0,CA,Paradise Park CDP,100
2967,CA,Paradise town,92,0.4,1.1,1.3,7,CA-Paradise town,CA,Paradise town,44923,CA,Paradise town,16,CA,Paradise town,91.2
2968,CA,Paramount city,42.5,11.7,0.8,3,78.6,CA-Paramount city,CA,Paramount city,45792,CA,Paramount city,23.1,CA,Paramount city,57.9
2969,CA,Parklawn CDP,50.3,1.8,1.6,0.5,81.5,CA-Parklawn CDP,CA,Parklawn CDP,31957,CA,Parklawn CDP,20.3,CA,Parklawn CDP,32.5
2970,CA,Parksdale CDP,44.1,2.1,2.5,0.7,86.9,CA-Parksdale CDP,CA,Parksdale CDP,31364,CA,Parksdale CDP,36.7,CA,Parksdale CDP,56.3
2971,CA,Parkway CDP,35.6,18.4,1.2,13.6,42.2,CA-Parkway CDP,CA,Parkway CDP,32706,CA,Parkway CDP,29.5,CA,Parkway CDP,70.5
2972,CA,Parkwood CDP,50.2,5.4,2.1,1,78.7,CA-Parkwood CDP,CA,Parkwood CDP,41250,CA,Parkwood CDP,31.2,CA,Parkwood CDP,43.2
2973,CA,Parlier city,50,0.6,1.2,0.5,97.5,CA-Parlier city,CA,Parlier city,31335,CA,Parlier city,42.3,CA,Parlier city,43.2
2974,CA,Pasadena city,55.8,10.7,0.6,14.3,33.7,CA-Pasadena city,CA,Pasadena city,72402,CA,Pasadena city,15.3,CA,Pasadena city,87.4
2975,CA,Pasatiempo CDP,88.9,0.5,0.6,3.3,8.2,CA-Pasatiempo CDP,CA,Pasatiempo CDP,153333,CA,Pasatiempo CDP,0,CA,Pasatiempo CDP,100
2976,CA,Paskenta CDP,84.8,0,0,0,17,CA-Paskenta CDP,CA,Paskenta CDP,37656,CA,Paskenta CDP,8.3,CA,Paskenta CDP,79.7
2977,CA,Patterson Tract CDP,57,0,1.9,4.2,64.7,CA-Patterson Tract CDP,CA,Patterson Tract CDP,34186,CA,Patterson Tract CDP,18.3,CA,Patterson Tract CDP,60.9
2978,CA,Patterson city,49.6,6.3,1.1,5.2,58.6,CA-Patterson city,CA,Patterson city,53542,CA,Patterson city,21.8,CA,Patterson city,74.5
2979,CA,Patton Village CDP,78.6,6.8,3.8,0.6,8.8,CA-Patton Village CDP,CA,Patton Village CDP,47112,CA,Patton Village CDP,2.8,CA,Patton Village CDP,84.3
2980,CA,Paxton CDP,100,0,0,0,28.6,CA-Paxton CDP,CA,Paxton CDP,-,CA,Paxton CDP,-,CA,Paxton CDP,-
2981,CA,Paynes Creek CDP,89.5,0,3.5,0,12.3,CA-Paynes Creek CDP,CA,Paynes Creek CDP,34643,CA,Paynes Creek CDP,5.7,CA,Paynes Creek CDP,96.9
2982,CA,Pearsonville CDP,94.1,0,0,0,5.9,CA-Pearsonville CDP,CA,Pearsonville CDP,-,CA,Pearsonville CDP,0,CA,Pearsonville CDP,100
2983,CA,Pedley CDP,59.3,3,0.9,4.4,53.4,CA-Pedley CDP,,,,,,,,,
2984,CA,Penn Valley CDP,88.5,0.6,2.1,1.4,8.8,CA-Penn Valley CDP,CA,Penn Valley CDP,41487,CA,Penn Valley CDP,43.8,CA,Penn Valley CDP,95.8
2985,CA,Penngrove CDP,87.7,0.8,1,2.1,11.6,CA-Penngrove CDP,CA,Penngrove CDP,74245,CA,Penngrove CDP,9.4,CA,Penngrove CDP,95.7
2986,CA,Penryn CDP,86.4,0.4,2.6,3.9,9.5,CA-Penryn CDP,CA,Penryn CDP,72063,CA,Penryn CDP,7.6,CA,Penryn CDP,94.8
2987,CA,Perris city,42.3,12.1,0.9,3.6,71.8,CA-Perris city,CA,Perris city,49325,CA,Perris city,25.3,CA,Perris city,63.6
2988,CA,Pescadero CDP,48.8,0.3,0.3,0.8,62.5,CA-Pescadero CDP,CA,Pescadero CDP,(X),CA,Pescadero CDP,28.5,CA,Pescadero CDP,61.3
2989,CA,Petaluma city,80.4,1.4,0.6,4.5,21.5,CA-Petaluma city,CA,Petaluma city,80276,CA,Petaluma city,9.3,CA,Petaluma city,89.2
2990,CA,Peters CDP,79.2,1,2.2,3,22.8,CA-Peters CDP,CA,Peters CDP,112679,CA,Peters CDP,0,CA,Peters CDP,91.2
2991,CA,Phelan CDP,75.6,1.9,1,3.1,28.9,CA-Phelan CDP,CA,Phelan CDP,52064,CA,Phelan CDP,17,CA,Phelan CDP,80.6
2992,CA,Phillipsville CDP,86.4,0,2.9,0.7,2.1,CA-Phillipsville CDP,CA,Phillipsville CDP,23750,CA,Phillipsville CDP,0,CA,Phillipsville CDP,71.8
2993,CA,Philo CDP,49,0.6,1.1,1.4,58.5,CA-Philo CDP,CA,Philo CDP,(X),CA,Philo CDP,27.8,CA,Philo CDP,61.9
2994,CA,Phoenix Lake CDP,93.5,0.4,0.9,1.2,7.1,CA-Phoenix Lake CDP,CA,Phoenix Lake CDP,75460,CA,Phoenix Lake CDP,5.5,CA,Phoenix Lake CDP,92.9
2995,CA,Pi_on Hills CDP,82,0.8,0.9,2.6,23.9,CA-Pi_on Hills CDP,CA,Pi_on Hills CDP,44984,CA,Pi_on Hills CDP,18.2,CA,Pi_on Hills CDP,81.1
2996,CA,Pico Rivera city,59.4,1,1.4,2.6,91.2,CA-Pico Rivera city,CA,Pico Rivera city,55752,CA,Pico Rivera city,13.7,CA,Pico Rivera city,68.2
2997,CA,Piedmont city,74.2,1.3,0.1,18.2,3.9,CA-Piedmont city,CA,Piedmont city,208772,CA,Piedmont city,5.2,CA,Piedmont city,98.5
2998,CA,Pierpoint CDP,98.1,0,0,0,1.9,CA-Pierpoint CDP,CA,Pierpoint CDP,-,CA,Pierpoint CDP,0,CA,Pierpoint CDP,100
2999,CA,Pike CDP,97,0,0.7,1.5,1.5,CA-Pike CDP,CA,Pike CDP,(X),CA,Pike CDP,39.8,CA,Pike CDP,93.6
3000,CA,Pine Canyon CDP,64.4,1.6,0.8,1,54,CA-Pine Canyon CDP,CA,Pine Canyon CDP,57424,CA,Pine Canyon CDP,9.9,CA,Pine Canyon CDP,59.2
3001,CA,Pine Flat CDP,95.2,0,1.8,1.8,6.6,CA-Pine Flat CDP,CA,Pine Flat CDP,21250,CA,Pine Flat CDP,24.5,CA,Pine Flat CDP,95
3002,CA,Pine Grove CDP,91.3,0.4,1.6,0.4,9.1,CA-Pine Grove CDP,CA,Pine Grove CDP,59375,CA,Pine Grove CDP,13.1,CA,Pine Grove CDP,93.5
3003,CA,Pine Hills CDP,84.6,0.7,2.7,3.7,7,CA-Pine Hills CDP,CA,Pine Hills CDP,60909,CA,Pine Hills CDP,16.1,CA,Pine Hills CDP,88.5
3004,CA,Pine Mountain Club CDP,89.8,1.3,1.1,1.9,10,CA-Pine Mountain Club CDP,CA,Pine Mountain Club CDP,41765,CA,Pine Mountain Club CDP,11.5,CA,Pine Mountain Club CDP,96.2
3005,CA,Pine Mountain Lake CDP,92.8,0.6,0.9,0.9,6.5,CA-Pine Mountain Lake CDP,CA,Pine Mountain Lake CDP,53964,CA,Pine Mountain Lake CDP,10.2,CA,Pine Mountain Lake CDP,95.7
3006,CA,Pine Valley CDP,93.2,0.4,0.4,1.1,10.2,CA-Pine Valley CDP,CA,Pine Valley CDP,100321,CA,Pine Valley CDP,9.1,CA,Pine Valley CDP,97.6
3007,CA,Pinole city,46.2,13.4,0.8,22.9,21.8,CA-Pinole city,CA,Pinole city,72149,CA,Pinole city,7.8,CA,Pinole city,89.2
3008,CA,Pioneer CDP,93,0,3.1,0.1,4.8,CA-Pioneer CDP,CA,Pioneer CDP,46429,CA,Pioneer CDP,7.7,CA,Pioneer CDP,89.5
3009,CA,Piru CDP,51.5,0.8,2.1,0.5,84.7,CA-Piru CDP,CA,Piru CDP,47125,CA,Piru CDP,10.1,CA,Piru CDP,66.7
3010,CA,Pismo Beach city,91.1,0.7,0.5,2.7,9.3,CA-Pismo Beach city,CA,Pismo Beach city,73355,CA,Pismo Beach city,7.1,CA,Pismo Beach city,96.3
3011,CA,Pittsburg city,36.5,17.7,0.8,15.6,42.4,CA-Pittsburg city,CA,Pittsburg city,60777,CA,Pittsburg city,17.9,CA,Pittsburg city,79.5
3012,CA,Pixley CDP,44.5,2.7,0.8,0.5,80.8,CA-Pixley CDP,CA,Pixley CDP,27917,CA,Pixley CDP,50.2,CA,Pixley CDP,37.7
3013,CA,Placentia city,62.1,1.8,0.8,14.9,36.4,CA-Placentia city,CA,Placentia city,79598,CA,Placentia city,11.4,CA,Placentia city,84.6
3014,CA,Placerville city,83.9,0.8,1.6,0.9,17.9,CA-Placerville city,CA,Placerville city,45788,CA,Placerville city,18.5,CA,Placerville city,89.2
3015,CA,Plainview CDP,37.9,0.8,2.1,0.2,91.5,CA-Plainview CDP,CA,Plainview CDP,25568,CA,Plainview CDP,66.8,CA,Plainview CDP,35.2
3016,CA,Planada CDP,36.7,0.5,0.5,1,94.8,CA-Planada CDP,CA,Planada CDP,35139,CA,Planada CDP,28.5,CA,Planada CDP,42.9
3017,CA,Pleasant Hill city,74.9,2.1,0.4,13.6,12.1,CA-Pleasant Hill city,CA,Pleasant Hill city,81226,CA,Pleasant Hill city,9.9,CA,Pleasant Hill city,96.6
3018,CA,Pleasanton city,67,1.7,0.3,23.2,10.3,CA-Pleasanton city,CA,Pleasanton city,124759,CA,Pleasanton city,4.4,CA,Pleasanton city,95.2
3019,CA,Pleasure Point CDP,82.9,1.1,0.8,2.5,19.5,CA-Pleasure Point CDP,CA,Pleasure Point CDP,54621,CA,Pleasure Point CDP,13.9,CA,Pleasure Point CDP,90.1
3020,CA,Plumas Eureka CDP,96.2,0,0.3,0.9,5,CA-Plumas Eureka CDP,CA,Plumas Eureka CDP,62813,CA,Plumas Eureka CDP,3.9,CA,Plumas Eureka CDP,100
3021,CA,Plumas Lake CDP,67,6.4,1.2,8.1,22.4,CA-Plumas Lake CDP,CA,Plumas Lake CDP,79094,CA,Plumas Lake CDP,4.4,CA,Plumas Lake CDP,88.8
3022,CA,Plymouth city,84.6,0.3,1.8,0.6,18.2,CA-Plymouth city,CA,Plymouth city,44844,CA,Plymouth city,16,CA,Plymouth city,90.8
3023,CA,Point Arena city,67.9,0.4,0.2,0,33.4,CA-Point Arena city,CA,Point Arena city,28365,CA,Point Arena city,16.6,CA,Point Arena city,80.7
