,Geographic area,City_x,share_white,share_black,share_native_american,share_asian,share_hispanic,city,Geographic Area_x,City_y,Median Income,Geographic Area_y,City_x,poverty_rate,Geographic Area,City_y,percent_completed_hs
16862,NH,Exeter CDP,95.3,0.6,0.1,2,1.6,NH-Exeter CDP,NH,Exeter CDP,66495,NH,Exeter CDP,8,NH,Exeter CDP,94.5
16863,NH,Farmington CDP,96.4,0.4,0.3,0.7,0.9,NH-Farmington CDP,NH,Farmington CDP,36136,NH,Farmington CDP,15.5,NH,Farmington CDP,86.9
16864,NH,Franklin city,96.2,0.5,0.5,0.8,1.6,NH-Franklin city,NH,Franklin city,43237,NH,Franklin city,21.1,NH,Franklin city,87.6
16865,NH,Goffstown CDP,97.5,0.3,0.2,0.6,1.6,NH-Goffstown CDP,NH,Goffstown CDP,61690,NH,Goffstown CDP,1.8,NH,Goffstown CDP,92.9
16866,NH,Gorham CDP,96.8,0,0.2,1.6,0.8,NH-Gorham CDP,NH,Gorham CDP,53077,NH,Gorham CDP,7.4,NH,Gorham CDP,92
16867,NH,Greenville CDP,97.1,1,0.5,0.2,2.4,NH-Greenville CDP,NH,Greenville CDP,52292,NH,Greenville CDP,18.8,NH,Greenville CDP,92.9
16868,NH,Groveton CDP,98.9,0,0.1,0.2,0.6,NH-Groveton CDP,NH,Groveton CDP,36250,NH,Groveton CDP,9.3,NH,Groveton CDP,81.4
16869,NH,Hampton Beach CDP,95.8,0.4,0.3,0.7,1.6,NH-Hampton Beach CDP,NH,Hampton Beach CDP,53095,NH,Hampton Beach CDP,14.8,NH,Hampton Beach CDP,95.5
16870,NH,Hampton CDP,96.1,0.7,0.1,1.4,1.8,NH-Hampton CDP,NH,Hampton CDP,79460,NH,Hampton CDP,5.3,NH,Hampton CDP,96.6
16871,NH,Hancock CDP,97.1,0.5,0.5,0,1.5,NH-Hancock CDP,NH,Hancock CDP,60417,NH,Hancock CDP,0,NH,Hancock CDP,100
16872,NH,Hanover CDP,77.5,4.3,1,12.4,4.6,NH-Hanover CDP,NH,Hanover CDP,88164,NH,Hanover CDP,18.4,NH,Hanover CDP,97.6
16873,NH,Henniker CDP,93,2.9,0.3,1.7,2.6,NH-Henniker CDP,NH,Henniker CDP,62889,NH,Henniker CDP,17.1,NH,Henniker CDP,96.2
16874,NH,Hillsborough CDP,95.2,0.7,0.3,0.8,1.7,NH-Hillsborough CDP,NH,Hillsborough CDP,41750,NH,Hillsborough CDP,2.5,NH,Hillsborough CDP,70.5
16875,NH,Hinsdale CDP,97.5,0.5,0.1,0.3,1.2,NH-Hinsdale CDP,NH,Hinsdale CDP,38981,NH,Hinsdale CDP,10.5,NH,Hinsdale CDP,90.6
16876,NH,Hooksett CDP,93.9,1.6,0.1,1.8,2.3,NH-Hooksett CDP,NH,Hooksett CDP,68294,NH,Hooksett CDP,3.8,NH,Hooksett CDP,95.1
16877,NH,Hudson CDP,93.8,1.5,0.1,1.6,3.9,NH-Hudson CDP,NH,Hudson CDP,66368,NH,Hudson CDP,8.2,NH,Hudson CDP,88.1
16878,NH,Jaffrey CDP,95.9,0.7,0.2,0.9,2,NH-Jaffrey CDP,NH,Jaffrey CDP,35360,NH,Jaffrey CDP,21,NH,Jaffrey CDP,83
16879,NH,Keene city,95.3,0.6,0.2,2,1.6,NH-Keene city,NH,Keene city,52636,NH,Keene city,17,NH,Keene city,93.3
16880,NH,Laconia city,94.5,0.9,0.3,2.5,1.6,NH-Laconia city,NH,Laconia city,50000,NH,Laconia city,17.6,NH,Laconia city,88.8
16881,NH,Lancaster CDP,96.2,0.5,0.9,0.9,2.5,NH-Lancaster CDP,NH,Lancaster CDP,57589,NH,Lancaster CDP,10.8,NH,Lancaster CDP,89
16882,NH,Lebanon city,88.4,1.6,0.3,6.8,2.9,NH-Lebanon city,NH,Lebanon city,53004,NH,Lebanon city,12.3,NH,Lebanon city,93.3
16883,NH,Lincoln CDP,99.1,0.2,0,0.2,0.4,NH-Lincoln CDP,NH,Lincoln CDP,37000,NH,Lincoln CDP,17.9,NH,Lincoln CDP,87.4
16884,NH,Lisbon CDP,97.8,0.3,0.1,0,1.2,NH-Lisbon CDP,NH,Lisbon CDP,47697,NH,Lisbon CDP,17.4,NH,Lisbon CDP,87.8
16885,NH,Littleton CDP,96.1,0.5,0.2,1,2.1,NH-Littleton CDP,NH,Littleton CDP,36550,NH,Littleton CDP,19,NH,Littleton CDP,86.4
16886,NH,Londonderry CDP,95.8,0.8,0.1,1.5,2.5,NH-Londonderry CDP,NH,Londonderry CDP,89643,NH,Londonderry CDP,3.6,NH,Londonderry CDP,94.7
16887,NH,Loudon CDP,97.5,0.2,0.2,0.5,0.9,NH-Loudon CDP,NH,Loudon CDP,64625,NH,Loudon CDP,2.4,NH,Loudon CDP,100
16888,NH,Manchester city,86.1,4.1,0.3,3.7,8.1,NH-Manchester city,NH,Manchester city,54282,NH,Manchester city,15,NH,Manchester city,87.4
16889,NH,Marlborough CDP,96.6,0.6,0,0.6,1.1,NH-Marlborough CDP,NH,Marlborough CDP,44391,NH,Marlborough CDP,13.3,NH,Marlborough CDP,90.5
16890,NH,Melvin Village CDP,99.2,0,0,0.8,0,NH-Melvin Village CDP,NH,Melvin Village CDP,33417,NH,Melvin Village CDP,26.1,NH,Melvin Village CDP,100
16891,NH,Meredith CDP,97.1,0.3,0.1,1,1.3,NH-Meredith CDP,NH,Meredith CDP,42880,NH,Meredith CDP,31.8,NH,Meredith CDP,92.1
16892,NH,Milford CDP,94.4,1.4,0.3,1.4,2.5,NH-Milford CDP,NH,Milford CDP,49226,NH,Milford CDP,7.5,NH,Milford CDP,94.2
16893,NH,Milton CDP,96.2,0.9,0,0,1.2,NH-Milton CDP,NH,Milton CDP,50813,NH,Milton CDP,16.7,NH,Milton CDP,81.1
16894,NH,Milton Mills CDP,99,0,0,0,0,NH-Milton Mills CDP,NH,Milton Mills CDP,(X),NH,Milton Mills CDP,0,NH,Milton Mills CDP,88.3
16895,NH,Mountain Lakes CDP,95.3,1.2,1.2,0.4,1.6,NH-Mountain Lakes CDP,NH,Mountain Lakes CDP,47155,NH,Mountain Lakes CDP,1.4,NH,Mountain Lakes CDP,93.5
16896,NH,Nashua city,83.4,2.7,0.3,6.5,9.8,NH-Nashua city,NH,Nashua city,67246,NH,Nashua city,11,NH,Nashua city,89.9
16897,NH,New Hampton CDP,98.3,0,0.3,1.1,2,NH-New Hampton CDP,NH,New Hampton CDP,89632,NH,New Hampton CDP,9.8,NH,New Hampton CDP,92.7
16898,NH,New London CDP,93.8,2.8,0.1,1.6,2.3,NH-New London CDP,NH,New London CDP,31985,NH,New London CDP,28.5,NH,New London CDP,89
16899,NH,Newfields CDP,99.7,0,0,0,0.7,NH-Newfields CDP,NH,Newfields CDP,81250,NH,Newfields CDP,2.8,NH,Newfields CDP,95
16900,NH,Newmarket CDP,91.2,1.3,0.3,4,2.9,NH-Newmarket CDP,NH,Newmarket CDP,53025,NH,Newmarket CDP,12,NH,Newmarket CDP,91.9
16901,NH,Newport CDP,96.9,0.3,0.3,0.5,1.1,NH-Newport CDP,NH,Newport CDP,49486,NH,Newport CDP,8.4,NH,Newport CDP,88.1
16902,NH,North Conway CDP,94.7,0.5,0.4,2,1.6,NH-North Conway CDP,NH,North Conway CDP,45269,NH,North Conway CDP,21.6,NH,North Conway CDP,97.1
16903,,,,,,,,NH-North Haverhill CDP,NH,North Haverhill CDP,63929,NH,North Haverhill CDP,2.6,NH,North Haverhill CDP,79.8
16904,NH,North Walpole CDP,96.3,0.4,0.2,0.2,1.4,NH-North Walpole CDP,NH,North Walpole CDP,71739,NH,North Walpole CDP,8.9,NH,North Walpole CDP,95.2
16905,NH,North Woodstock CDP,96.8,0.2,0.2,1.1,0,NH-North Woodstock CDP,NH,North Woodstock CDP,40083,NH,North Woodstock CDP,13,NH,North Woodstock CDP,98.3
16906,NH,Peterborough CDP,96.3,0.5,0.1,1.8,1.4,NH-Peterborough CDP,NH,Peterborough CDP,41101,NH,Peterborough CDP,6.6,NH,Peterborough CDP,97.6
16907,NH,Pinardville CDP,95.1,1.5,0.2,1.3,2.5,NH-Pinardville CDP,NH,Pinardville CDP,58355,NH,Pinardville CDP,10,NH,Pinardville CDP,85.4
16908,NH,Pittsfield CDP,96.6,0.3,0.3,0.6,3.2,NH-Pittsfield CDP,NH,Pittsfield CDP,27798,NH,Pittsfield CDP,23.1,NH,Pittsfield CDP,82.5
16909,NH,Plainfield CDP,98,0.5,0,1,0.5,NH-Plainfield CDP,NH,Plainfield CDP,127813,NH,Plainfield CDP,0,NH,Plainfield CDP,94.5
16910,NH,Plymouth CDP,96.4,0.8,0.2,1.1,1.8,NH-Plymouth CDP,NH,Plymouth CDP,27066,NH,Plymouth CDP,37.4,NH,Plymouth CDP,97.4
16911,NH,Portsmouth city,91.5,1.7,0.2,3.5,2.8,NH-Portsmouth city,NH,Portsmouth city,71392,NH,Portsmouth city,6.6,NH,Portsmouth city,95.8
16912,NH,Raymond CDP,96.9,0.7,0.2,0.5,1.6,NH-Raymond CDP,NH,Raymond CDP,60313,NH,Raymond CDP,13,NH,Raymond CDP,91.7
16913,NH,Rochester city,95.4,0.8,0.3,1.2,1.8,NH-Rochester city,NH,Rochester city,46979,NH,Rochester city,13.2,NH,Rochester city,88.3
16914,NH,Sanbornville CDP,97.9,0.6,0,0.6,0.7,NH-Sanbornville CDP,NH,Sanbornville CDP,45352,NH,Sanbornville CDP,7,NH,Sanbornville CDP,86.1
16915,NH,Seabrook Beach CDP,98.7,0.1,0.2,0.2,0.7,NH-Seabrook Beach CDP,NH,Seabrook Beach CDP,66318,NH,Seabrook Beach CDP,4.6,NH,Seabrook Beach CDP,94.8
16916,NH,Somersworth city,89.4,1.4,0.3,5.3,2.5,NH-Somersworth city,NH,Somersworth city,54868,NH,Somersworth city,13.6,NH,Somersworth city,91.6
16917,NH,South Hooksett CDP,94.4,1.2,0.3,2,2,NH-South Hooksett CDP,NH,South Hooksett CDP,91495,NH,South Hooksett CDP,3,NH,South Hooksett CDP,93.3
16918,NH,Suissevale CDP,97.6,0,0,0,0.4,NH-Suissevale CDP,NH,Suissevale CDP,(X),NH,Suissevale CDP,37.6,NH,Suissevale CDP,67.7
16919,NH,Suncook CDP,95.9,0.9,0.4,0.9,1.8,NH-Suncook CDP,NH,Suncook CDP,56181,NH,Suncook CDP,10.7,NH,Suncook CDP,90.3
16920,NH,Tilton Northfield CDP,96.1,0.7,0.4,1.4,1,NH-Tilton Northfield CDP,NH,Tilton Northfield CDP,52712,NH,Tilton Northfield CDP,8.8,NH,Tilton Northfield CDP,86.4
16921,NH,Troy CDP,96.5,0.9,1.3,1,1.1,NH-Troy CDP,NH,Troy CDP,55677,NH,Troy CDP,13.1,NH,Troy CDP,88.8
16922,NH,Union CDP,98.5,0,0.5,0,1,NH-Union CDP,NH,Union CDP,(X),NH,Union CDP,17.4,NH,Union CDP,93.2
16923,NH,Walpole CDP,97.2,0.3,0,0.8,1.3,NH-Walpole CDP,NH,Walpole CDP,46061,NH,Walpole CDP,2.3,NH,Walpole CDP,100
16924,NH,Warner CDP,98.6,0.2,0.2,0,0,NH-Warner CDP,NH,Warner CDP,53657,NH,Warner CDP,4.1,NH,Warner CDP,95
16925,NH,West Stewartstown CDP,98.7,0.3,0.3,0,0,NH-West Stewartstown CDP,NH,West Stewartstown CDP,32083,NH,West Stewartstown CDP,0,NH,West Stewartstown CDP,77.7
16926,NH,West Swanzey CDP,93.2,0.8,0.2,4.4,1.2,NH-West Swanzey CDP,NH,West Swanzey CDP,38856,NH,West Swanzey CDP,40.2,NH,West Swanzey CDP,88.9
16927,NH,Whitefield CDP,94.8,0.2,0.5,0.4,3.6,NH-Whitefield CDP,NH,Whitefield CDP,31743,NH,Whitefield CDP,17.3,NH,Whitefield CDP,83
16928,NH,Wilton CDP,96.4,0.6,0.2,1.1,2.2,NH-Wilton CDP,NH,Wilton CDP,50565,NH,Wilton CDP,5.4,NH,Wilton CDP,90.8
16929,NH,Winchester CDP,96.2,0.5,0.4,0.2,1.8,NH-Winchester CDP,NH,Winchester CDP,52935,NH,Winchester CDP,18.5,NH,Winchester CDP,85.6
16930,NH,Wolfeboro CDP,97.6,0.2,0.2,0.7,1.5,NH-Wolfeboro CDP,NH,Wolfeboro CDP,62019,NH,Wolfeboro CDP,10.1,NH,Wolfeboro CDP,95.4
16931,NH,Woodsville CDP,96.5,0.2,0.5,1.5,1.2,NH-Woodsville CDP,NH,Woodsville CDP,40708,NH,Woodsville CDP,28.4,NH,Woodsville CDP,83.7
16932,NJ,Absecon city,76.4,9.9,0.4,7.9,7.5,NJ-Absecon city,NJ,Absecon city,63656,NJ,Absecon city,4.9,NJ,Absecon city,87.5
16933,NJ,Allamuchy CDP,97.4,0,0,0,12.8,NJ-Allamuchy CDP,NJ,Allamuchy CDP,-,NJ,Allamuchy CDP,0,NJ,Allamuchy CDP,100
16934,NJ,Allendale borough,87.4,0.5,0,9.6,4.7,NJ-Allendale borough,NJ,Allendale borough,140331,NJ,Allendale borough,4,NJ,Allendale borough,97.2
16935,NJ,Allenhurst borough,94.8,1,0,1,4.4,NJ-Allenhurst borough,NJ,Allenhurst borough,83155,NJ,Allenhurst borough,3.5,NJ,Allenhurst borough,97.7
16936,NJ,Allentown borough,91,4.4,0.1,1.5,3.6,NJ-Allentown borough,NJ,Allentown borough,97434,NJ,Allentown borough,2.6,NJ,Allentown borough,92.8
16937,NJ,Allenwood CDP,97.7,0.1,0,0.9,2.8,NJ-Allenwood CDP,NJ,Allenwood CDP,94750,NJ,Allenwood CDP,0,NJ,Allenwood CDP,97.6
16938,NJ,Alloway CDP,94.2,2.7,0.4,0.7,1,NJ-Alloway CDP,NJ,Alloway CDP,82917,NJ,Alloway CDP,3.1,NJ,Alloway CDP,97.2
16939,NJ,Alpha borough,93.1,2.4,0,1.5,5.3,NJ-Alpha borough,NJ,Alpha borough,58804,NJ,Alpha borough,9.6,NJ,Alpha borough,90.4
16940,NJ,Alpine borough,68.1,2.4,0.1,26.1,4.8,NJ-Alpine borough,NJ,Alpine borough,111146,NJ,Alpine borough,10.8,NJ,Alpine borough,95.8
16941,NJ,Anderson CDP,63.2,25.7,2,2.9,11.7,NJ-Anderson CDP,NJ,Anderson CDP,72167,NJ,Anderson CDP,0,NJ,Anderson CDP,100
16942,NJ,Andover borough,91.7,1.2,0.3,2.1,7.6,NJ-Andover borough,NJ,Andover borough,76875,NJ,Andover borough,4.4,NJ,Andover borough,91.3
16943,NJ,Annandale CDP,86.6,2.5,0.4,7.3,4.7,NJ-Annandale CDP,NJ,Annandale CDP,112750,NJ,Annandale CDP,3.6,NJ,Annandale CDP,96.5
16944,NJ,Asbury CDP,99.3,0,0,0.4,0.7,NJ-Asbury CDP,NJ,Asbury CDP,67986,NJ,Asbury CDP,8.6,NJ,Asbury CDP,76
16945,NJ,Asbury Park city,36.5,51.3,0.5,0.5,25.5,NJ-Asbury Park city,NJ,Asbury Park city,32755,NJ,Asbury Park city,31.9,NJ,Asbury Park city,82
16946,NJ,Ashland CDP,80.3,7,0.1,9.1,5.8,NJ-Ashland CDP,NJ,Ashland CDP,86787,NJ,Ashland CDP,4.7,NJ,Ashland CDP,95.4
16947,NJ,Atlantic City city,26.7,38.3,0.6,15.6,30.4,NJ-Atlantic City city,NJ,Atlantic City city,25737,NJ,Atlantic City city,36.9,NJ,Atlantic City city,69.6
16948,NJ,Atlantic Highlands borough,93.2,1.4,0.3,2.2,5.1,NJ-Atlantic Highlands borough,NJ,Atlantic Highlands borough,88024,NJ,Atlantic Highlands borough,6.4,NJ,Atlantic Highlands borough,96.7
16949,NJ,Audubon Park borough,97.9,0.3,0.1,0.3,2.1,NJ-Audubon Park borough,NJ,Audubon Park borough,44722,NJ,Audubon Park borough,8.6,NJ,Audubon Park borough,84.2
16950,NJ,Audubon borough,95.2,1.4,0.1,1.1,3.3,NJ-Audubon borough,NJ,Audubon borough,79000,NJ,Audubon borough,5.6,NJ,Audubon borough,93.7
16951,NJ,Avalon borough,98.1,0.3,0.3,0.2,2.2,NJ-Avalon borough,NJ,Avalon borough,83523,NJ,Avalon borough,4.6,NJ,Avalon borough,97.7
16952,NJ,Avenel CDP,47.9,19.8,0.5,22.9,15.8,NJ-Avenel CDP,NJ,Avenel CDP,68261,NJ,Avenel CDP,7.2,NJ,Avenel CDP,92.4
16953,NJ,Avon-by-the-Sea borough,96.9,0.3,0,0.6,3.7,NJ-Avon-by-the-Sea borough,NJ,Avon-by-the-Sea borough,71513,NJ,Avon-by-the-Sea borough,3.3,NJ,Avon-by-the-Sea borough,98.5
16954,NJ,Barclay CDP,94.6,1.1,0.1,2.6,2.6,NJ-Barclay CDP,NJ,Barclay CDP,117875,NJ,Barclay CDP,3.2,NJ,Barclay CDP,98.2
16955,NJ,Barnegat CDP,92.3,2.6,0,2.2,5.8,NJ-Barnegat CDP,NJ,Barnegat CDP,73516,NJ,Barnegat CDP,17.6,NJ,Barnegat CDP,87.2
16956,NJ,Barnegat Light borough,97.7,1,0,0,1.9,NJ-Barnegat Light borough,NJ,Barnegat Light borough,77500,NJ,Barnegat Light borough,4,NJ,Barnegat Light borough,99.2
16957,NJ,Barrington borough,89.6,5.1,0.2,1.7,5.4,NJ-Barrington borough,NJ,Barrington borough,61711,NJ,Barrington borough,6.4,NJ,Barrington borough,91.5
16958,NJ,Bay Head borough,98.6,0.5,0,0.7,1,NJ-Bay Head borough,NJ,Bay Head borough,108542,NJ,Bay Head borough,8.5,NJ,Bay Head borough,99.2
16959,NJ,Bayonne city,69.2,8.9,0.3,7.7,25.8,NJ-Bayonne city,NJ,Bayonne city,54413,NJ,Bayonne city,14.8,NJ,Bayonne city,87.3
16960,NJ,Beach Haven West CDP,97.3,0.5,0.2,0.7,3.8,NJ-Beach Haven West CDP,NJ,Beach Haven West CDP,83845,NJ,Beach Haven West CDP,8.1,NJ,Beach Haven West CDP,89.9
16961,NJ,Beach Haven borough,92.6,0.3,0,0.8,9.9,NJ-Beach Haven borough,NJ,Beach Haven borough,71964,NJ,Beach Haven borough,6.9,NJ,Beach Haven borough,98
16962,NJ,Beachwood borough,92.8,1.8,0.1,1.5,8.1,NJ-Beachwood borough,NJ,Beachwood borough,71540,NJ,Beachwood borough,8.8,NJ,Beachwood borough,92.8
16963,NJ,Beattystown CDP,84.1,4.9,0.1,4.8,14.7,NJ-Beattystown CDP,NJ,Beattystown CDP,55587,NJ,Beattystown CDP,5.9,NJ,Beattystown CDP,93
16964,NJ,Beckett CDP,78.8,14.9,0.2,2.6,4.1,NJ-Beckett CDP,NJ,Beckett CDP,100875,NJ,Beckett CDP,3.4,NJ,Beckett CDP,94.2
16965,NJ,Belford CDP,94.2,1.5,0,2,8.1,NJ-Belford CDP,NJ,Belford CDP,115000,NJ,Belford CDP,6.5,NJ,Belford CDP,92.9
16966,NJ,Belle Mead CDP,92.1,0.9,0,1.9,8.3,NJ-Belle Mead CDP,NJ,Belle Mead CDP,107969,NJ,Belle Mead CDP,0,NJ,Belle Mead CDP,100
16967,NJ,Belleplain CDP,95.5,0.7,0.3,0.2,3.2,NJ-Belleplain CDP,NJ,Belleplain CDP,80000,NJ,Belleplain CDP,5.1,NJ,Belleplain CDP,83.1
16968,NJ,Bellmawr borough,86.4,2.5,0.1,5.9,7.7,NJ-Bellmawr borough,NJ,Bellmawr borough,50784,NJ,Bellmawr borough,14.3,NJ,Bellmawr borough,89
16969,NJ,Belmar borough,87.1,3.5,0.2,0.9,16.8,NJ-Belmar borough,NJ,Belmar borough,62083,NJ,Belmar borough,9.7,NJ,Belmar borough,91.7
16970,NJ,Belvidere town,96,1.6,0.1,0.8,3.6,NJ-Belvidere town,NJ,Belvidere town,56221,NJ,Belvidere town,8.4,NJ,Belvidere town,91.2
16971,NJ,Bergenfield borough,52.4,7.7,0.3,25.6,26.5,NJ-Bergenfield borough,NJ,Bergenfield borough,79000,NJ,Bergenfield borough,7.6,NJ,Bergenfield borough,89.3
16972,NJ,Berlin borough,90.5,4.2,0.1,2.8,3.1,NJ-Berlin borough,NJ,Berlin borough,82429,NJ,Berlin borough,8.1,NJ,Berlin borough,89.1
16973,NJ,Bernardsville borough,91.4,0.9,0.1,3.3,11.7,NJ-Bernardsville borough,NJ,Bernardsville borough,114444,NJ,Bernardsville borough,1.3,NJ,Bernardsville borough,99
16974,NJ,Beverly city,61.7,29.9,0.2,0.8,9.2,NJ-Beverly city,NJ,Beverly city,50880,NJ,Beverly city,14,NJ,Beverly city,89.5
16975,NJ,Blackwells Mills CDP,69.1,11,0.1,17.9,4.5,NJ-Blackwells Mills CDP,NJ,Blackwells Mills CDP,149559,NJ,Blackwells Mills CDP,2,NJ,Blackwells Mills CDP,100
16976,NJ,Blackwood CDP,88.7,5.2,0,2.5,5.9,NJ-Blackwood CDP,NJ,Blackwood CDP,59808,NJ,Blackwood CDP,11.8,NJ,Blackwood CDP,90.4
16977,NJ,Blairstown CDP,96.9,0.8,0,0.6,3.5,NJ-Blairstown CDP,NJ,Blairstown CDP,48650,NJ,Blairstown CDP,5.9,NJ,Blairstown CDP,81.5
16978,NJ,Blawenburg CDP,75.4,0,0,19.3,1.4,NJ-Blawenburg CDP,NJ,Blawenburg CDP,181111,NJ,Blawenburg CDP,0,NJ,Blawenburg CDP,100
16979,NJ,Bloomingdale borough,92,1.1,0.2,2.5,9.3,NJ-Bloomingdale borough,NJ,Bloomingdale borough,75781,NJ,Bloomingdale borough,3.1,NJ,Bloomingdale borough,92.4
16980,NJ,Bloomsbury borough,95.4,1,0,1.8,4,NJ-Bloomsbury borough,NJ,Bloomsbury borough,76071,NJ,Bloomsbury borough,5.3,NJ,Bloomsbury borough,91.5
16981,NJ,Bogota borough,61,9.4,0.8,9.8,38.7,NJ-Bogota borough,NJ,Bogota borough,76649,NJ,Bogota borough,11.2,NJ,Bogota borough,88.7
16982,NJ,Boonton town,78.8,4.8,0.3,10.1,11,NJ-Boonton town,NJ,Boonton town,90326,NJ,Boonton town,5.6,NJ,Boonton town,91.7
16983,NJ,Bordentown city,83.5,10.1,0.2,2.7,5.8,NJ-Bordentown city,NJ,Bordentown city,68266,NJ,Bordentown city,5.2,NJ,Bordentown city,95.8
16984,NJ,Bound Brook borough,69.7,5.7,0.5,2.6,48.7,NJ-Bound Brook borough,NJ,Bound Brook borough,62263,NJ,Bound Brook borough,10.2,NJ,Bound Brook borough,84.8
16985,NJ,Bradley Beach borough,85.1,5,0.4,1.8,19.5,NJ-Bradley Beach borough,NJ,Bradley Beach borough,61682,NJ,Bradley Beach borough,9.6,NJ,Bradley Beach borough,88
16986,NJ,Bradley Gardens CDP,63.4,2,0.1,31.5,5,NJ-Bradley Gardens CDP,NJ,Bradley Gardens CDP,115789,NJ,Bradley Gardens CDP,3.5,NJ,Bradley Gardens CDP,94.8
16987,NJ,Brainards CDP,95.5,3,1,0.5,2.5,NJ-Brainards CDP,NJ,Brainards CDP,92188,NJ,Brainards CDP,0,NJ,Brainards CDP,94.4
16988,NJ,Branchville borough,96.4,0.4,0.4,1.1,3.9,NJ-Branchville borough,NJ,Branchville borough,67308,NJ,Branchville borough,6.7,NJ,Branchville borough,88.1
16989,NJ,Brass Castle CDP,95.9,1.6,0.1,1.5,3.2,NJ-Brass Castle CDP,NJ,Brass Castle CDP,87112,NJ,Brass Castle CDP,3,NJ,Brass Castle CDP,94.5
16990,NJ,Bridgeton city,32.6,35.5,1.4,0.6,43.6,NJ-Bridgeton city,NJ,Bridgeton city,36208,NJ,Bridgeton city,32,NJ,Bridgeton city,61.5
16991,NJ,Bridgeville CDP,95.3,0,0,0,4.7,NJ-Bridgeville CDP,NJ,Bridgeville CDP,-,NJ,Bridgeville CDP,0,NJ,Bridgeville CDP,100
16992,NJ,Brielle borough,94.6,2.5,0.1,0.9,3.2,NJ-Brielle borough,NJ,Brielle borough,122416,NJ,Brielle borough,2.5,NJ,Brielle borough,96.8
16993,NJ,Brigantine city,87.3,2.9,0.2,4.7,6.9,NJ-Brigantine city,NJ,Brigantine city,57031,NJ,Brigantine city,11.9,NJ,Brigantine city,90.7
16994,NJ,Broadway CDP,97.1,0,0,1.2,3.7,NJ-Broadway CDP,NJ,Broadway CDP,53388,NJ,Broadway CDP,3.6,NJ,Broadway CDP,100
16995,NJ,Brookdale CDP,76.5,5,0.1,12.3,11.7,NJ-Brookdale CDP,NJ,Brookdale CDP,107930,NJ,Brookdale CDP,5.7,NJ,Brookdale CDP,95.6
16996,NJ,Brookfield CDP,98.1,0.7,0,0.3,1.2,NJ-Brookfield CDP,NJ,Brookfield CDP,33935,NJ,Brookfield CDP,6.1,NJ,Brookfield CDP,90.1
16997,NJ,Brooklawn borough,87.9,5.3,0.1,2.2,6.3,NJ-Brooklawn borough,NJ,Brooklawn borough,60208,NJ,Brooklawn borough,15.1,NJ,Brooklawn borough,86
16998,NJ,Browns Mills CDP,66.4,20.7,0.5,3.5,11.9,NJ-Browns Mills CDP,NJ,Browns Mills CDP,57219,NJ,Browns Mills CDP,14.4,NJ,Browns Mills CDP,84.8
16999,NJ,Brownville CDP,80.2,5,0,10.1,11.2,NJ-Brownville CDP,NJ,Brownville CDP,86818,NJ,Brownville CDP,2.8,NJ,Brownville CDP,95.1
17000,NJ,Budd Lake CDP,80.9,6.4,0.2,7.7,13.1,NJ-Budd Lake CDP,NJ,Budd Lake CDP,90504,NJ,Budd Lake CDP,3.5,NJ,Budd Lake CDP,95.7
17001,NJ,Buena borough,73.5,9.4,0.7,1.8,29.4,NJ-Buena borough,NJ,Buena borough,46169,NJ,Buena borough,10.9,NJ,Buena borough,77.8
17002,NJ,Burleigh CDP,72.7,15.6,0,3.2,13.7,NJ-Burleigh CDP,NJ,Burleigh CDP,60143,NJ,Burleigh CDP,11.9,NJ,Burleigh CDP,95.5
17003,NJ,Burlington city,58.9,33,0.2,2,6.5,NJ-Burlington city,NJ,Burlington city,55072,NJ,Burlington city,10,NJ,Burlington city,89.8
17004,NJ,Butler borough,89,1.1,0.2,3,11.4,NJ-Butler borough,NJ,Butler borough,92377,NJ,Butler borough,4.3,NJ,Butler borough,92.4
17005,NJ,Buttzville CDP,96.6,0,0,0,6.2,NJ-Buttzville CDP,NJ,Buttzville CDP,-,NJ,Buttzville CDP,0,NJ,Buttzville CDP,100
17006,NJ,Byram Center CDP,96.7,0,0,0,3.3,NJ-Byram Center CDP,NJ,Byram Center CDP,64500,NJ,Byram Center CDP,0,NJ,Byram Center CDP,64.3
17007,NJ,Caldwell borough,86.8,3.3,0.1,4.7,10,NJ-Caldwell borough,NJ,Caldwell borough,72708,NJ,Caldwell borough,4.8,NJ,Caldwell borough,92.6
17008,NJ,Califon borough,96.1,0.3,0.1,0.8,1.3,NJ-Califon borough,NJ,Califon borough,100833,NJ,Califon borough,3.2,NJ,Califon borough,98.1
17009,NJ,Camden city,17.6,48.1,0.8,2.1,47,NJ-Camden city,NJ,Camden city,25042,NJ,Camden city,39.9,NJ,Camden city,67.6
17010,NJ,Cape May Court House CDP,85.1,9.3,0.1,2.4,3,NJ-Cape May Court House CDP,NJ,Cape May Court House CDP,66458,NJ,Cape May Court House CDP,8.8,NJ,Cape May Court House CDP,88.8
17011,NJ,Cape May Point borough,94.5,2.7,0,0.3,0.3,NJ-Cape May Point borough,NJ,Cape May Point borough,53125,NJ,Cape May Point borough,12.5,NJ,Cape May Point borough,99.6
17012,NJ,Cape May city,89,4.9,0.3,0.7,8.6,NJ-Cape May city,NJ,Cape May city,50625,NJ,Cape May city,12.9,NJ,Cape May city,91.3
17013,NJ,Carlstadt borough,81.4,2.4,0.2,8.2,18,NJ-Carlstadt borough,NJ,Carlstadt borough,70056,NJ,Carlstadt borough,4.2,NJ,Carlstadt borough,88.7
